coordenada,calificacion,comentario
"-11.9985068,-77.161702,11z",5,"Es entretenido estar allí, hay mucho que ver y detalles en cada esquina. Muy buena decoración. Es allá You can eat y los platos son pequeños para poder pedir de todo un poco"
"-11.9985068,-77.161702,11z",4,"Me gustó la forma de ordenar, como consejo debes pedir antes de finalizar el plato porque tienen un poco de demora en la salida de los mismos. Muy buena la temática."
"-11.9985068,-77.161702,11z",3,"Bonita decoración pero la comida no pasa de agradable, te ofrecen un all you can eat pero fácilmente se quitan las ganas de pedir"
"-11.9985068,-77.161702,11z",5,"Buena atención,  variedad y buen espectáculo."
"-11.9985068,-77.161702,11z",5,"Es una excelente alternativa para salir en familia y con amigos, si el plan es hacer algo novedoso, distinto y hasta mágico. El ambiente es increíble, posibilidad de tomar fotos muy divertidas y para el recuerdo, tanto con los objetos que…"
"-11.9985068,-77.161702,11z",5,Excelente experiencia.
"-11.9985068,-77.161702,11z",5,Fue lo mejor todo estaba muy rico los meseros se comportaron bien y todo muy lindo espero volver a hollyfood algún día de nuevo
"-11.9985068,-77.161702,11z",3,"Mucho pan para las hamburguesas, las alitas no estaban buenas"
"-11.9985068,-77.161702,11z",4,"La temática del lugar es muy buena, pero la comida falta mejorar un poco."
"-11.9985068,-77.161702,11z",5,"Un restaurant temático, super agradable. Muy recomendable para todas las edades.me encantó su comida y el novedoso sistema de pedidos a través de una aplicación. Aprecio también la esmerada atención de su personal."
"-11.9985068,-77.161702,11z",5,"Excelente, ninguna observación. Bueno solo la falta de estacionamiento."
"-11.9985068,-77.161702,11z",5,Excelente lugar para ir en familia.
"-11.9985068,-77.161702,11z",5,La comida buena y la experiencia para los niños es encantadora con su show diario en la.noche
"-11.9985068,-77.161702,11z",5,"Buenisima Atención 10/10
Buena variedad de comidas con buenas temáticas 9/10
Buena variedad de bebidas con buenas temáticas 9/10…"
"-11.9985068,-77.161702,11z",1,"Le pondría una mejor calificación, sin embargo me brindaron mala información de una promoción llamada todo lo que puedas comer , al momento de pagar nos dieron un precio elevado,el supervisor vino a conversar y todo eso pero nunca vino la…"
"-11.9985068,-77.161702,11z",5,"Buen ambiente, excelente atención, es único!"
"-11.9985068,-77.161702,11z",2,"Es un restaurante básicamente para niños, la variedad de opciones no son muchas y la comida no es especialmente buena, tienen personajes para niños como superhéroes o princesas que amenizan la visita sin mayor show, si quieres que tu hijo se emocione al tomarse una foto este es tu lugar, no lo recomendaría para nada más"
"-11.9985068,-77.161702,11z",2,"Bonito ambiente, cómodo, agradable y con buena propuesta de atención al cliente. Sin embargo, no recomiendo ir dado que la comida es Fatal. Cualquier cosa con pollo es un desastre para la lengua, Horrible. Las alitas son malísimas y las…"
"-11.9985068,-77.161702,11z",5,"Excelente servicio, recomiendo pedir la hamburguesa y el hotdog sin pan para no llenarse. Mejor si vas de noche."
"-11.9985068,-77.161702,11z",5,"Me gustó, le dieron en el clavo con las porciones, son pequeñas, pero puedes pedir las veces que desees."
"-11.9985068,-77.161702,11z",2,"Es un buen Museo con servicio de comida. Si vale pagar el Todo lo que puedas comer, depende del día, ya voy tres veces y el servicio es variado, desde la atención hasta la presentación de la comida. Tiene una buena ancla para jalar clientes y esta genial con eventos, pero también súbanle el nivel al servicio de comida"
"-11.9985068,-77.161702,11z",5,"Una experiencia inolvidable ,me gusto todo la comida ,las bebidas y la tematica que fue de Harry Potter ,con actores que caracterizaron a Dumbledor,Voldemort ,Bellatrix y Harry  hay otros temáticas como Stars Wars,Marvel.Me encanto ver a padres e hijos disfrutar de toda experiencia"
"-11.9985068,-77.161702,11z",5,Sin duda alguna una gran experiencia ¡Recomendadisímo! Ni que hablar de los shows brindados TOOOP ⭐️
"-11.9985068,-77.161702,11z",1,"Horrible! Pésima comida. Las alitas estaban crudas bañadas en salsa, mi enamorado casi vomita. También la hamburguesa francesa, su salsa de champiñones era horrenda no tenía sabor. Lo único rescatable era la pizza. No recomiendo debería darle - 10."
"-11.9985068,-77.161702,11z",5,Excelente lugar para pasar un momento diferente lleno de cultura pop 💪 entretenimiento para todas las edades. Me encanta…
"-11.9985068,-77.161702,11z",1,"Con el fin de probar algo nuevo vine a este local, que llama la atención por su decoración y ambiente. Lamentablemente la comida es de las peores que he comido en años, todo parece industrializado y congelado, la sazón es pésima y…"
"-11.9985068,-77.161702,11z",1,"Simplemente Horrible , Don't waste your time and money!!!! Se ve todo truchon para q este en LA MOLINA!... La comida fea!"
"-11.9985068,-77.161702,11z",4,"El lugar está ambientado con temáticas geeks. Al entrar te reciben de una manera muy cordial y se pueden apreciar la decoración en base a personajes de cómics y series famosas, incluso tienen un espacio para tomarse fotos con accesorios. El…"
"-11.9985068,-77.161702,11z",5,"La atención, el local todo muy limpio, impecable, falta un poco más de variedad de platos"
"-11.9985068,-77.161702,11z",5,"Hollyfoot, Restaurant temático con excelente ambiente y comida deliciosa para compartir un dia agradable en familia"
"-11.9985068,-77.161702,11z",5,"Una muy interente presentación en un show de personajes, atención integral en la celebración del cumpleaños con un detalle para el invitado de cumpleaños amabilidad, excelente comida y atención un local muy interesante al visitar"
"-11.9985068,-77.161702,11z",1,"La comida es asquerosa, lo que sirven parece como para un matiné, se siente que no es comida fresca, la tienen congelada y recalentada, a parte demoran un a eternidad en traer  los platos. Las dos cosas buenas son la decoración del lugar y…"
"-11.9985068,-77.161702,11z",5,La experiencia fue muy divertida y entretenida. La comida muy sabrosa y el servicio atento y rápido
"-11.9985068,-77.161702,11z",2,"El ambiente está muy bueno, bien decorado y detallado. Tienen un sistema que usan para los pedidos de comida novedoso, es mediante una tablet y tú escoges la comida y la pides directamente a cocina, también se puede acceder a algunos…"
"-11.9985068,-77.161702,11z",5,"Excelente lugar para ir en familia, comer y pasar un rato agradable con sus shows"
"-11.9985068,-77.161702,11z",1,"La comida y la atención pésima sin contar que me tocó un cabello rostizado en medio de  las papas, demoraron en traerme una porción de papas 47 minutos. Pedí una salchipapa y el Hot dog  recontra quemados. Tengo fotos de ambos sucesos y el…"
"-11.9985068,-77.161702,11z",1,El lugar se ve bonito pero es una muy mala atención 0/10
"-11.9985068,-77.161702,11z",5,"Espectacular, la atención, el ambiente temático y las hamburguesas. Vale la pena ir y disfrutar de la experiencia"
"-11.9985068,-77.161702,11z",1,"Servicio poco práctico poco amigable, ponen bufete con penalidad??? No vale la pena"
"-11.9985068,-77.161702,11z",5,"Muy buen ambiente, la comida excelente. Ideal para ir en grupo"
"-11.9985068,-77.161702,11z",4,La comida no es la mejor ... Uno no va por la comida ... El espectáculo y el ambiente son muy buenos para un fanático del cine.
"-11.9985068,-77.161702,11z",3,"Hay muñecos y decoración entretenida. Te prestan algunos juguetes. Bien para las fotos. La comida es fast food, no hay mucha variedad y la sazón no es nada especial."
"-11.9985068,-77.161702,11z",3,"Linda temática, la atención muy bueno aunque algo lenta pero super atento todos los chicos. El precio algo alto para la variedad de comida, pero la comida es rica."
"-11.9985068,-77.161702,11z",5,"El lugar es interesante, la decoración acorde y atienden muy bien. Solo que la salsa de queso no sabe a queso.."
"-11.9985068,-77.161702,11z",4,"Me encantó que había diversidad de disfraces, bien decorado con artículos de la saga de harry potter y otros, la comida estaba rica, hubo shows ahí si me hubiera gustado que aprendan la letra de la canción por que los personajes se parecían mucho"
"-11.9985068,-77.161702,11z",3,"Ambiente muy bonito, muy buena atención, local  limpio y agradable. La comida deja que desear."
"-11.9985068,-77.161702,11z",4,Las presentaciones son a las 3pm y 7pm
"-11.9985068,-77.161702,11z",5,"Agradable local, excelente atención, bien equipado, limpio, organizado, cómodo, tranquilo y sus cosplay ideales. Muy buena opción para el all you can eat, artículos para tomarse foto. Comida agradable en su mayoría."
"-11.9985068,-77.161702,11z",5,Abundante comida. Buen servicio.El lugar bonito para los niños.
"-11.9985068,-77.161702,11z",5,Me encanta el momento del show. Super lindos los disfraces A 1 y el plus que te toman fotos en un espacio especial
"-11.9985068,-77.161702,11z",5,"Muy recomendado este restaurante temático, sus hamburguesas, alitas, papas son realmente exquisitas, la atención es excelente, y la decoración es muy llamativa, al igual que sus eventos, mi familia lo disfrutó bastante."
"-11.9985068,-77.161702,11z",2,"Lo bueno fue la modalidad para hacer el pedido y la rapidez. Lo malo la comida, sobre todo las alitas que parecían crudas y una que tenía un sabor que no se podía comer. Termine  con indigestión la mañana siguiente. No vuelvo."
"-11.9985068,-77.161702,11z",4,Lugar temático de animes y buenos piqueos
"-11.9985068,-77.161702,11z",4,"Hollyfood es un restaurante temático sobre cine, especialmente de películas estilo comic, juego de tronos, Star wars, Harry Potter. Donde sirven comida fast food como hamburguesas, pizzas, hot dogs, papasfritas, bolas de carne, alitas de…"
"-11.9985068,-77.161702,11z",5,"Muy rico, agradable, un buen lugar para comer y divertirte. Nos gustó mucho. Lo recomiendo."
"-11.9985068,-77.161702,11z",5,"Semi-variado, el espectáculo Bacán!!!!!"
"-11.9985068,-77.161702,11z",5,"Buen ambiente, super rápido, reglas claras"
"-11.9985068,-77.161702,11z",5,Me encantó la decoración bella.. La música y el personal.. Deberían mejorar los sabores de la comida.. O mayor variedad.. Muy básicas.. Pero vale la pena ir por el ambiente
"-11.9985068,-77.161702,11z",5,"Buena y nueva opción molinera. Se encuentra en la curva de Av. Javier Prado con Av. La Molina. Lo más atractivo es la decoración del local, la cual está influenciada en las series de Juego de Tronos, Star Wars, entre otros, por lo que es…"
"-11.9985068,-77.161702,11z",1,"Malísima la comida todo sabe a feo, a viejo, parece comida congelada y guardada hace años, Las alitas horribles muy duras congeladas, la atención horrible 🥴 las bebidas carísimas, nada recomendable muy malo , no se lo recomiendo ni a mi peor enemigo. 🤢🤢🤢🤢 y para completar los sistemas de pago no funcionan, qué mala experiencia.…"
"-11.9985068,-77.161702,11z",5,Ahora ya no tengo que llamar al mozo para pagarle
"-11.9985068,-77.161702,11z",5,"Excelente comida. Recomendada la barra libre, siempre y cuando vayan en grupo. Geniales los cosplay y las actividades."
"-11.9985068,-77.161702,11z",5,"Muy buena atención,  muy lindo lugar y muy rico todo."
"-11.9985068,-77.161702,11z",1,FATAL LA CARNE DE LA HAMBURGUESAS CRUDA LA ATENCIÓN FATAL HIZE MI RECLAMO NO ME PRESTARON ATENCION FALTAL ... DR VERDAD PENSE QUE SERIA COMO ME LO HABIAN RECOMIENDADO
"-11.9985068,-77.161702,11z",5,"Lo adore, fui a un vento de Harry Potter y a sido maravilloso. Y la carta es digital y el pedido tambien"
"-11.9985068,-77.161702,11z",3,"Excelente lugar temático, comida deliciosa. Sugiero mejorar la atención al cliente y organizarse mejor cuando se hacen reservas con varias personas."
"-11.9985068,-77.161702,11z",5,"Excelente lugar si te gustan los snacks, hamburguesas y hotdogs. Las figuras decorativas son lo máximo!"
"-11.9985068,-77.161702,11z",4,"Un lugar muy agradable , con temáticas que nos hacen recordar nuestra infancia , recomendable"
"-11.9985068,-77.161702,11z",5,Estuvo muy bueno
"-11.9985068,-77.161702,11z",5,Realmente espectacular todo bien y sabrosas comidas y buenos tragos lo recomiendo
"-11.9985068,-77.161702,11z",3,"Buen lugar, sobretodo por la temática, sin embargo, la comida no es taaan deliciosa"
"-11.9985068,-77.161702,11z",5,"Me encantó la experiencia, la música era A1, y la comida buenaza!"
"-11.9985068,-77.161702,11z",2,"El ambiente es muy bonito pero no vale la pena pagar tan caro por un plato o un todo lo que puedas comer ,tiene poca variedad en sus platos y no son tan ricos como se podría desear."
"-11.9985068,-77.161702,11z",5,"La comida muy buena y l atención también, recomendado además de la buena temática para los amantes de Harry Potter"
"-11.9985068,-77.161702,11z",3,Si te gusta la grasa este es tu lugar. Nada de comida saludable. No hay carne...
"-11.9985068,-77.161702,11z",5,"Muy bueno, buena comida... El All you can eat es genial... Respetan los protocolos."
"-11.9985068,-77.161702,11z",2,"La verdad es que el lugar es muy bonito, y las personas que nos atendienron lo hicieron bien, pero la comida malaza y eso es lo mas importante."
"-11.9985068,-77.161702,11z",5,"Buen lugar, muy buena comida y excelente atención, la pasamos super bien en familia y comimos muy rico, todo ok"
"-11.9985068,-77.161702,11z",5,Buen ambiente para.ir.con niños.
"-11.9985068,-77.161702,11z",4,Me gustó la atención pero deberían agrandar un poco la carta del buffete
"-11.9985068,-77.161702,11z",2,No me gustó la comida el local muy bueno para tomar fotos y la atención muy esmerada
"-11.9985068,-77.161702,11z",5,"Un lugar muy divertido para toda la familia, lo recomiendo."
"-11.9985068,-77.161702,11z",2,"La decoración del sitio es lo único genial, las papas son horribles, las hamburguesas no les doy si no 2 puntos, para ser un all you can eat demoran demasiado en servir"
"-11.9985068,-77.161702,11z",5,Buena comida y la temática muy bueno para ir con los más pequeños
"-11.9985068,-77.161702,11z",5,"Son un excelente restaurante temático, su variedad de hamburguesas, pizzas y papas  es muy buena, toda una gran experiencia."
"-11.9985068,-77.161702,11z",5,Me encantó el show de Aladino y del Hombre Araña
"-11.9985068,-77.161702,11z",2,"Si bien el lugar es bonito, su carta es limitada y lo único rico eran las hamburguesas y el hotdog clásico"
"-11.9985068,-77.161702,11z",5,Recomendado vayaaaaan!!!
"-11.9985068,-77.161702,11z",5,Me encanto el lugar linda tematica te puedes tomar fotos con la familia
"-11.9985068,-77.161702,11z",1,"Me dieron un mesa al lado de un cumpleaños de 30 adolescentes que gritaban, movían la mesas y el personal no se preocupaba por el resto de comensales. Carta de comida limitada y las alitas crudas."
"-11.9985068,-77.161702,11z",1,"Fui al evento de Harry Potter y lo único que me gustó fue la representación que hicieron de los personajes. La comida y la atención no fueron buenas, no lo recomendaría para nada."
"-11.9985068,-77.161702,11z",4,"Interesante temática.
No hay mucha variedad en platos  pero tienen el sistema All you can eat y la carne es buena.…"
"-11.9985068,-77.161702,11z",4,Super chevere la decoración y la forma de pedir las comidas mediante tablet. A las 9pm hubo un cosplay con el que te podías tomar foto.
"-11.9985068,-77.161702,11z",5,"Hoy los visité y me llevé la mejor experiencia con sus Hamburguesas, y las alitas son lo máximo, excelente restaurante temático."
"-11.9985068,-77.161702,11z",5,"Excelente atención, fuimos sin reservación pero por suerte una mesa se desocupó y logramos entrar 🤭 definitivamente volveremos !!!…"
"-11.9985068,-77.161702,11z",4,"Lugar encantador por la temática y la atención al cliente, pero la comida le falta explosión en el paladar, muy simple."
"-11.9985068,-77.161702,11z",4,"Ambiente agradable,la comida insípida"
"-11.9985068,-77.161702,11z",5,"Buen restaurante en el área de bufet, tienen hamburguesas, pizzas, altas y todo muy rico. Sus eventos con personajes en vivos son muy buenos. Muy recomendado! 😁…"
"-11.9985068,-77.161702,11z",5,"Un muy buen lugar para divertirse con los amigos y familiares, si te gusta juegos de trono y harry potter el lugar indicado. 100 estrellas."
"-11.9985068,-77.161702,11z",5,Me gusto mucho el Restaurant de verdad algo diferente y el all you can eat excelnte.  Lo mejor de la Molina
"-11.9985068,-77.161702,11z",5,"Excelente restaurante temático, los eventos que realizan son muy divertidos, y la comida es deliciosa, muy variada y con el mejor sabor."
"-11.9985068,-77.161702,11z",3,"El servicio tiene mucho por mejorar, pero lo demás está muy bien. Tiene mucho potencial."
"-11.9985068,-77.161702,11z",5,"Muy buena la.comida, la atención A1, muy recomendada"
"-11.9985068,-77.161702,11z",3,"Un lugar agradable para comer y por la tematica, no lleno todas mis expectativas pero está aceptable."
"-11.9985068,-77.161702,11z",4,Excelente lugar! Un poco reducido! La novedad es que haces tus pedidos através de una tablet! Lo recomiendo!
"-11.9985068,-77.161702,11z",5,"Buena atención, te explican la dinámica del all you can eat. Considero que las pizzas y las papas son lo mejor del lugar."
"-11.9985068,-77.161702,11z",5,"Bien, sirven tal cual lo que ofrecen y el personal es amable y atento."
"-11.9985068,-77.161702,11z",5,Bonito sitio para fanáticos del cine y jugetes
"-11.9985068,-77.161702,11z",5,Una excelente experiencia
"-11.9985068,-77.161702,11z",4,"Buena tematica del lugar, excelente para tomarse unas fotos diferente y disfrutar de una buena comida amiricana."
"-11.9985068,-77.161702,11z",4,"El lugar es muy bonito, buena decoración y accesorios. Sin embargo, la comida no es tan buena 😓…"
"-11.9985068,-77.161702,11z",5,"Todo bien meseros atentos, comida buena lo único que resaltar es que falta es un cambiador para bebés"
"-11.9985068,-77.161702,11z",5,"Excelente calidad de sus productos, buena atencion y buen tiempo de espera, sin duda un  lugar totalmente recomendado"
"-11.9985068,-77.161702,11z",3,"Buena atención, lo del sistema automatizado es genial, pero la comida sale demasiado fria, si le dan una solución a eso seguramente volveré"
"-11.9985068,-77.161702,11z",5,Lo máximo hay variedad de comida y se puede comer todo lo que puedas en 2 horas. Tiene 3 temáticas (decoración) y te puedes tomar fotos
"-11.9985068,-77.161702,11z",5,"La decoración súper suprema, la comida rica puedes repetir todooo!!l. Los chicos muy lindos y amables, deben visitar el local!!!!!"
"-11.9985068,-77.161702,11z",5,Buen servicio
"-11.9985068,-77.161702,11z",5,Variedad total. Delicioso todo.
"-11.9985068,-77.161702,11z",5,"Lindo lugar, acogedor temático"
"-11.9985068,-77.161702,11z",3,"La decoración es muy buena , aunque el espacio es pequeño y la comida Masó. Lo mejor son sus hamburguesas"
"-11.9985068,-77.161702,11z",4,"Muy buen entretenimiento, la comida regular. Recomendado para ir con los más pequeños"
"-11.9985068,-77.161702,11z",3,El lugar es genial! La decoración buenísima. Deben mejorar en la comida y servicio.
"-11.9985068,-77.161702,11z",5,"Excelente sitio, personal súper atento,profesional y agradable!! 100% recomendado!!"
"-11.9985068,-77.161702,11z",3,El lugar es genial pero la comida no es tan buena
"-11.9985068,-77.161702,11z",3,"El local muy bonito, la comida regular."
"-11.9985068,-77.161702,11z",5,Buena atención! Los chicos lo disfrutaron
"-11.9985068,-77.161702,11z",5,Quedo lista y en perfecta condiciones la bicicleta.
"-11.9985068,-77.161702,11z",5,Me encantó sus comidas
"-11.9985068,-77.161702,11z",5,"Excelente lugar para compartir un almuerzo , lonche en familia, especialmente con niños."
"-11.9985068,-77.161702,11z",5,"El ambiente es súper agradable y la comida muy rica.
Me encantaron los Buffalo wings"
"-11.9985068,-77.161702,11z",5,"Todo rico y salieron los super heroes, muy bonito todo."
"-11.9985068,-77.161702,11z",3,Esperé más en cuánto los platillos. El lugar se llevó el crédito de la experiencia.
"-11.9985068,-77.161702,11z",2,"El ambiente agradable y llamativo, la comida muy fea."
"-11.9985068,-77.161702,11z",5,Muy bonito lugar para ir con los peques
"-11.9985068,-77.161702,11z",5,Lugar acogedor para los niños y todo amante de las películas de súper heroes
"-11.9985068,-77.161702,11z",5,El mejor restaurante temático de Lima
"-11.9985068,-77.161702,11z",5,"Para ir con niños y adolescentes, comida americana porciones perfectas para comer de todo"
"-11.9985068,-77.161702,11z",5,Muy innovador y gracias a este restaurante pude haber un excelente trabajo
"-11.9985068,-77.161702,11z",5,Excelente lindo ambiente sobre todo para los hinchas de Harry Potter. Atención super
"-11.9985068,-77.161702,11z",3,La comida es bastante mediocre. El lugar es muy bonito aún así.
"-11.9985068,-77.161702,11z",5,Un lugar bastante bonito. Ideal para ir con hambre :3
"-11.9985068,-77.161702,11z",4,Me gustó. Podría ampliar su menú
"-11.9985068,-77.161702,11z",3,Servicio lento y la hamburguesa sabía cómo que a pescado los waffles estaban duros y como que de anteayer
"-11.9985068,-77.161702,11z",5,Muy bueno . Y me encantó sus tragos ...como si estuvieras en Hollywood
"-11.9985068,-77.161702,11z",5,"Sensacional!! Rica comida, excelente decoracion y muy buena atencion"
"-11.9985068,-77.161702,11z",5,Ame la ambientación y es una interesante forma para pedir buffet... Son pararte de la mesa!
"-11.9985068,-77.161702,11z",3,Para ir un par de veces y conocer no mas. No hay variedad en el menu y sus precios son algo elevados para lo que ofrecen.
"-11.9985068,-77.161702,11z",5,"Atención rápida, local limpio, y buena comida!"
"-11.9985068,-77.161702,11z",4,"Son muy atentos, y el toque tecnológico hace mas ameno la estadia... Me encanto"
"-11.9985068,-77.161702,11z",5,"Lo maximooooooo
Soy feliz como una niña!!!
Mi familia mega.feliz...con el.sgow y la comida"
"-11.9985068,-77.161702,11z",5,Excelente espectáculo y la comida buena
"-11.9985068,-77.161702,11z",5,"Fabuloso todo, linda experiencia. Recomendable"
"-11.9985068,-77.161702,11z",5,"Buen ambiente, moderna carta y toma de órdenes mediante aplicación. Comida regular."
"-11.9985068,-77.161702,11z",4,"No hay opciones de comida saludable para niños, el ambiente agradable para que los más pequeños disfruten"
"-11.9985068,-77.161702,11z",3,No encuentro mucha variedad aparte de la penalidad al no terminar el plato completo
"-11.9985068,-77.161702,11z",5,Muy buena atencion. Y comida riquisima
"-11.9985068,-77.161702,11z",2,"Su ""all you can eat"" tiene pura papa. Solo su colección es interesante, su comida nada que ver, cero."
"-11.9985068,-77.161702,11z",3,"Entretenido, bonito, buen precio, pero la comida no es lo mas rico."
"-11.9985068,-77.161702,11z",5,"La comida, el ambiente y la atención, uff de otro planeta. 100% recomendado."
"-11.9985068,-77.161702,11z",5,Es estupendo y te prestan cosas de películas para sacarte fotos
"-11.9985068,-77.161702,11z",4,"Simpático lugar, con bonota decoración, además de comida variada."
"-11.9985068,-77.161702,11z",5,Atención A1. La comida sabrosa. Mis amigos y yo nos divertimos mucho 😄…
"-11.9985068,-77.161702,11z",5,Excelente!
"-11.9985068,-77.161702,11z",2,"Restaurante temático. Tema el cine. Ambiente neutral, comida muy pobre. Pensar bien antes de ir"
"-11.9985068,-77.161702,11z",5,Superr xvr y rico
"-11.9985068,-77.161702,11z",1,Información incorrecta de su promoción 🐷 dejo mucho que desear pero es rico todo xd…
"-11.9985068,-77.161702,11z",4,"El lugar acogedor, muy buenas las hamburguesas"
"-11.9985068,-77.161702,11z",1,"Pedimos el bufete, lo único ""bueno"" fueron las alitas y maso las pizzas!"
"-11.9985068,-77.161702,11z",5,"Excelente lugar, atención de primera, comida muy divina ."
"-11.9985068,-77.161702,11z",5,Bonita experiencia para los amantes de los cómics.
"-11.9985068,-77.161702,11z",5,Muy buen lugar para ir a comer en familia
"-11.9985068,-77.161702,11z",1,Servicio muy muy muy lento.... mas de una hora para servir un menu para 6 personas... 🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢🐢…
"-11.9985068,-77.161702,11z",5,"Muy divertido, pero queda uno con cargo de conciencia..."
"-11.9985068,-77.161702,11z",5,"Buen ambiente , buena música y buenas hamburguesas y alitas !"
"-11.9985068,-77.161702,11z",4,"Buen servicio, pero no me agradaron las pizzas."
"-11.9985068,-77.161702,11z",5,"Restaurante temático en la Molina, tienen una excelente propuesta, su comida es deliciosa y la atención es de primera."
"-11.9985068,-77.161702,11z",5,Puedes comer todo lo que quieras
"-11.9985068,-77.161702,11z",4,Buen sabor pero hay que mejorar la atención.
"-11.9985068,-77.161702,11z",5,Las presentaciones que tienen y la comida muy buena
"-11.9985068,-77.161702,11z",1,Toda la comida tiene el Mismo sabor. Jamás regresaría y tampoco recomendaría a nadie.
"-11.9985068,-77.161702,11z",3,"La comida no es muy buena
Pero la atención y la decoración son muy buenos"
"-11.9985068,-77.161702,11z",5,Muy buen lugar
"-11.9985068,-77.161702,11z",5,"Me encanto el lugar, espectacular show"
"-11.9422455,-77.138299,13z",5,"Muy buena lo recomiendo.
El precio es accesible los cortes de carne es generosa, Recomiendo el Baby Bife."
"-11.9422455,-77.138299,13z",4,Buenisimas carnes cortes premiun y vinos finos de calidad! 100% recmendado
"-11.9422455,-77.138299,13z",5,"Muy bueno, la carne en su punto, suave y deliciosa!!!"
"-11.9422455,-77.138299,13z",5,"Hermoso lugar, muy buena la atención, tranquilo ... recomendado."
"-11.9422455,-77.138299,13z",4,Bueno barato y cálido
"-12.1157084,-77.0286712,17z",1,Siempre iban comer ahí pero hoy me dieron un pollo crudo fui a reclamar y el cocinero me dijo q estaba bien cocido y todo y estaba sumamente crudo no me hizo el cambio así q nunca más volveré q comer ahí perdieron un cliente.
"-12.1157084,-77.0286712,17z",3,"Un lugar medio, con buenos y variados platos, pecios bajos, regular atención, la zona no es muy buena de noche, de día no hay problema, está cerca del mercado N 2 de surquillo, digamos que es un sitio popular para recursos medios a bajos.."
"-12.1157084,-77.0286712,17z",5,Buen lugar delicioso todo y buen precio.
"-12.1157084,-77.0286712,17z",5,Buen lugar deberían mejorar un poco sus instalaciones pero la comida es buena .
"-12.1157084,-77.0286712,17z",4,"Buen producto, deberian coordinar mejor su delivery"
"-12.1157084,-77.0286712,17z",3,"Te sirven generosamente....tienen buena sazón ...,"
"-12.1157084,-77.0286712,17z",5,"Excelente atencion, esmerada y con los protocolos de seguridad establecidos"
"-12.1157084,-77.0286712,17z",4,El menú de 11 soles es muy rico y contundente
"-12.1157084,-77.0286712,17z",3,Lugar agradable y tranquilo para acudir con la familia
"-12.1157084,-77.0286712,17z",5,A pesar de su antigüedad ese pollito no pierde su saborsito.
"-12.1157084,-77.0286712,17z",5,Excelente atención y buen trato
"-12.1157084,-77.0286712,17z",5,Muy rico
"-12.1157084,-77.0286712,17z",5,Todo rico
"-12.1157084,-77.0286712,17z",4,Buena experiencia.
"-12.1157084,-77.0286712,17z",5,Buen Pollo
"-12.1157084,-77.0286712,17z",5,Delicioso pollo as…
"-12.1440338,-77.0758734,13z",3,"Habían zancudos ,su carta es muy variada el Arroz con pato demasiado simple ,el lomo buenazo y arroza chaufa amazónico bien,deben fumigar."
"-12.1440338,-77.0758734,13z",5,"Excelente atención todos los platos muy buenos, super recomendado"
"-12.1440338,-77.0758734,13z",4,"La comida es muy buena, creo falta variedad de bebidas pero realmente es muy buen restaurante. La atención depende de quien te atienda, a veces es súper buena y algunas veces es meh. Sus salsas también son muy buenas. Por más que este no es la cevichería, su comida marina no baja de calidad."
"-12.1440338,-77.0758734,13z",5,"Vale la pena visitar y saborear sus deliciosos platos y su calidad y precio son justos.  Hay buena atención y muy bien decorado.
Los platos aparte de sabrosos se presentan con creatividad.…"
"-12.1440338,-77.0758734,13z",5,"Buen lugar para pasar en familia, la comida excelente y buena atención del personal"
"-12.1440338,-77.0758734,13z",4,"Lo positivo: Comida muy buena y variedad en los platos.
Lo negativo: demoran demasiado en atender y servir la comida,  no cuentan con estacionamiento y su ubicación es algo complicada y peligrosa."
"-12.1440338,-77.0758734,13z",5,Había olvidado lo rico que se come cerca al trabajo 😋…
"-12.1440338,-77.0758734,13z",5,"Excelente lugar para compartir en familia, Ricos platos los recomiendo y muy buena atención."
"-12.1440338,-77.0758734,13z",4,Muy buena atención y comida excelente y bien servido
"-12.1440338,-77.0758734,13z",5,La atención muy buena y el.servicio de comida no demoran solo que el ambiente se hace pequeño por la.demsnda de público.
"-12.1440338,-77.0758734,13z",5,"Genial la atención, es importante también no ir a hora punta para poder disfrutar mejor el espacio. La comida muy buena."
"-12.1440338,-77.0758734,13z",4,"Buena atención. Cochera a media cuadra. Buena sazón. Buenas porciones. La jalea de pescado estaba buena pero un tanto grasosa. La causa de pollo rica, con el relleno un poco salado (cuestión de gustos). El lomo saltado bueno, carne suave y papas crujientes, arroz muy agradable. La maracuyá rica. Dos pisos con full de gente."
"-12.1440338,-77.0758734,13z",5,"Excelente, trago de cortesía por tu cumpleaños 😊, variedad de platos.…"
"-12.1440338,-77.0758734,13z",5,EXCELENTE COMIDA. BUEN AMBIENTE. BASTANTE HIGIENICO. COCHERA SEGURA. BUENOS PRECIOS. BUEN ATENCION. SOY ASIDUO CONCURRENTE.
"-12.1440338,-77.0758734,13z",3,El farolillo de surco sabor agradable  pero la atención  muy pésima  traen los platos cuando ya te estas yendo
"-12.1440338,-77.0758734,13z",1,"Ha cambiado mucho el farolito desde la última vez que visite, empezando con los cubiertos que antes venía elegantemente con su estuche de papel y ahora te entregan como menú de 10 soles, por otro lado la demora en servirte es demasiada más…"
"-12.1440338,-77.0758734,13z",5,Su pollo a la brasa buenísimo y sus platos ecelentes
"-12.1440338,-77.0758734,13z",4,Muy rico la comida
"-12.1440338,-77.0758734,13z",1,Buen pollito papa bien servida como para buen pobre
